,PLAT,NET,NAME,REPTYPE,LAT,LON,CLIMATE SUMMARY,AVAILABILITY,STATION OPS,OP MODE,TYPE,MOVING
2564,WBKT,ICAO,KUDAT,METAR,6.9166667,116.8333333,UNAVAILABLE,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2565,CYBB,ICAO,KUGAARUK,METAR,68.534444,-89.80805600000001,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
2566,CYCO,ICAO,KUGLUKTUK,METAR,67.81666700000001,-115.143889,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2567,FNKU,ICAO,KUITO,METAR,-12.404633,16.947414000000002,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
2568,VIBR,ICAO,KULLU MANALI,METAR,31.876706,77.15436700000001,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
2569,BGKK,ICAO,KULUSUK LUFTHAVN,METAR,65.58333329999999,-37.15,LIMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2570,UTDK,ICAO,KULYAB,METAR,37.983417,69.800111,UNAVAILABLE,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2571,RJFT,ICAO,KUMAMOTO,METAR,32.837319,130.85505,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
2572,ESSP,ICAO,KUNGSANGEN,METAR,58.586253,16.250622,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2573,LKKU,ICAO,KUNOVICE,METAR,49.029444,17.439722,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
2574,RKJK,ICAO,KUNSAN AB,METAR,35.903756,126.615906,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2575,YPKU,ICAO,KUNUNURRA,METAR,-15.778056,128.7075,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2576,EFKU,ICAO,KUOPIO,METAR,63.00715,27.797756,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2577,EEKE,ICAO,KURESSAARE,METAR,58.229883,22.509494,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2578,UUOK,ICAO,KURSK,METAR,51.750614,36.295586,UNAVAILABLE,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2579,UWWW,ICAO,KURUMOCH,METAR,53.504858,50.164336,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2580,RJCK,ICAO,KUSHIRO,METAR,43.040967,144.19298600000002,LIMCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
2581,CYVP,ICAO,KUUJJUAQ A,METAR,58.1,-68.4166666,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2582,CYGW,ICAO,KUUJJUARAPIK ARPT,METAR,55.2833333,-77.75,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2583,EFKS,ICAO,KUUSAMO,METAR,65.987575,29.239381,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2584,OKBK,ICAO,KUWAIT INTL,METAR,29.226567,47.968928000000005,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2585,ENKB,ICAO,KVERNBERGET,METAR,63.11178100000001,7.824522,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2586,PFKW,ICAO,KWETHLUK,METAR,60.7833333,-161.45,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2587,KCEY,ICAO,KYLE OAKLEY FLD / MURRAY,METAR,36.664583,-88.372778,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2588,UAOO,ICAO,KZYL-ORDA,METAR,44.7666667,65.5333333,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2589,KOLF,ICAO,L M CLAYTON,METAR,48.094517,-105.575053,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2590,KOEO,ICAO,L O SIMENSTAD MUNI,METAR,45.310014,-92.691878,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2591,SCQP,ICAO,LA ARAUCANIA ARPT/TEMUCO,METAR,-38.9254,-72.6482,UNAVAILABLE,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2592,MGGT,ICAO,LA AURORA,METAR,14.583272,-90.527475,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2593,KLSE,ICAO,LA CROSSE MUNI,METAR,43.878986,-91.256711,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2594,MHLE,ICAO,LA ESPERANZA,METAR,14.3333333,-88.16666670000001,LEGACY_OCDS,DATA INCOMPLETE,PART TIME,UNKNOWN,SFC_OBS,1
2595,SCSE,ICAO,LA FLORIDA,METAR,-29.916233,-71.199522,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2596,SKCO,ICAO,LA FLORIDA,METAR,1.814417,-78.749228,UNAVAILABLE,DATA INCOMPLETE,PART TIME,UNKNOWN,SFC_OBS,1
2597,LFBA,ICAO,LA GARENNE,METAR,44.174721000000005,0.5905560000000001,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2598,GCGM,ICAO,LA GOMERA,METAR,28.029625,-17.2146,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2599,CYAH,ICAO,LA GRANDE IV,METAR,53.75,-73.6833333,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2600,CYGL,ICAO,LA GRANDE RIVIERE,METAR,53.625278,-77.704167,UNAVAILABLE,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2601,KLGD,ICAO,LA GRANDE UNION CO,METAR,45.290222,-118.00711,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2602,KLGA,ICAO,LA GUARDIA,METAR,40.777245,-73.872608,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2603,KLHX,ICAO,LA JUNTA MUNI,METAR,38.049719,-103.509431,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2604,MHLM,ICAO,LA MESA INTL,METAR,15.452639,-87.923556,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2605,SKMZ,ICAO,LA NUBIA,METAR,5.029839,-75.46499200000001,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
2606,GCLA,ICAO,LA PALMA,METAR,28.626478,-17.755611,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2607,KPPO,ICAO,LA PORTE MUNI,METAR,41.572472,-86.734528,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2608,CYVC,ICAO,LA RONGE,METAR,55.15139,-105.261944,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2609,NWWW,ICAO,LA TONTOUTA,METAR,-22.014553,166.212972,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2610,ETNL,ICAO,LAAGE,METAR,53.918167,12.278333,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2611,NFNL,ICAO,LABASA,METAR,-16.466749,179.33986000000002,UNAVAILABLE,DATA INCOMPLETE,PART TIME,UNKNOWN,SFC_OBS,1
2612,WBKL,ICAO,LABUAN,METAR,5.300683,115.250181,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2613,KDXX,ICAO,LAC QUI PARLE CO,METAR,44.98624,-96.177736,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2614,KSKF,ICAO,LACKLAND AFB KELLY FLD ANNEX,METAR,29.384228000000004,-98.581108,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2615,KLCI,ICAO,LACONIA MUNI,METAR,43.572728000000005,-71.4189,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2616,PAFB,ICAO,LADD AAF / FT WAINWRIGHT ALASKA USA,METAR,64.83333329999999,-147.6166666,LIMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2617,KLFT,ICAO,LAFAYETTE RGNL,METAR,30.20528,-91.987656,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2618,DAUL,ICAO,LAGHOUAT,METAR,33.764025,2.9272970000000003,JMCLIM,DATA LIMITED,FULL TIME,UNKNOWN,SFC_OBS,1
2619,SENL,ICAO,LAGO AGRIO,METAR,0.092439,-76.869314,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
2620,KLGC,ICAO,LAGRANGE CALLAWAY,METAR,33.008888,-85.072777,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2621,KLGF,ICAO,LAGUNA AAF / YUMA PROVING GROUND ARIZONA USA,METAR,32.86,-114.396667,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2622,SUCA,ICAO,LAGUNA DE LOS PATOS INTL,METAR,-34.456408,-57.770617,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
2623,EDTL,ICAO,LAHR,METAR,48.36925,7.827722,LEGACY_OCDS,DATA LIMITED,FULL TIME,UNKNOWN,SFC_OBS,1
2624,ZSYT,ICAO,LAISHAN,METAR,37.401667,121.371667,UNAVAILABLE,NEW SITE,PART TIME,UNKNOWN,SFC_OBS,1
2625,LPLA,ICAO,LAJES,METAR,38.761842,-27.090797,JMCLIM,DATA INCOMPLETE,FULL TIME,UNKNOWN,SFC_OBS,1
2626,K7W4,ICAO,LAKE ANNA ARPT / BUMPASS,METAR,37.9666666,-77.75,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2627,KLCH,ICAO,LAKE CHARLES RGNL,METAR,30.126112,-93.223335,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2628,KLCQ,ICAO,LAKE CITY MUNI,METAR,30.182056,-82.576861,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2629,KLXV,ICAO,LAKE CO,METAR,39.220268,-106.316692,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2630,KLKV,ICAO,LAKE CO,METAR,42.161111,-120.399083,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2631,K21D,ICAO,LAKE ELMO,METAR,44.99749,-92.855681,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2632,KHII,ICAO,LAKE HAVASU CITY,METAR,34.571125,-114.358278,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2633,KTVL,ICAO,LAKE TAHOE,METAR,38.9,-120.0,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2634,KX07,ICAO,LAKE WALES MUNI,METAR,27.893806,-81.620389,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2635,KNEW,ICAO,LAKEFRONT,METAR,30.042417,-90.02825,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2636,KNEL,ICAO,LAKEHURST NAES,METAR,40.033333,-74.35333299999999,LIMCLIM,DATA LIMITED,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2637,KLAL,ICAO,LAKELAND LINDER RGNL,METAR,27.988917,-82.018555,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2638,KARV,ICAO,LAKELAND NOBLE F LEE MEM FLD,METAR,45.927925,-89.730942,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2639,EGUL,ICAO,LAKENHEATH,METAR,52.409333,0.561,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2640,VEBN,ICAO,LAL BAHADUR SHASTRI,METAR,25.45,82.8666666,LIMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2641,NVSL,ICAO,LAMAP/MALEKOULA ISL,METAR,-16.4166667,167.8,LEGACY_OCDS,DATA INCOMPLETE,PART TIME,UNKNOWN,SFC_OBS,1
2642,KLAA,ICAO,LAMAR MUNI,METAR,38.069694,-102.6885,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2643,FOGR,ICAO,LAMBARENE,METAR,-0.704389,10.245722,LEGACY_OCDS,DATA INCOMPLETE,PART TIME,UNKNOWN,SFC_OBS,1
2644,KSTL,ICAO,LAMBERT ST LOUIS INTL,METAR,38.747167,-90.361389,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2645,OISR,ICAO,LAMERD,METAR,27.372744,53.188794,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
2646,KLUV,ICAO,LAMESA MUNI ARPT,METAR,32.754968,-101.916609,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2647,LICA,ICAO,LAMEZIA TERME,METAR,38.905394,16.242269,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2648,KLWD,ICAO,LAMONI MUNICIPAL AIRPORT,METAR,40.63,-93.9,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2649,VTCL,ICAO,LAMPANG,METAR,18.270933,99.504167,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
2650,KLZZ,ICAO,LAMPASAS AIRPORT,METAR,31.106194,-98.195894,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2651,LICD,ICAO,LAMPEDUSA,METAR,35.497914,12.618083,LEGACY_OCDS,DATA LIMITED,FULL TIME,UNKNOWN,SFC_OBS,1
2652,PHNY,ICAO,LANAI,METAR,20.785611,-156.951419,LEGACY_OCDS,DATA LIMITED,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2653,KLNC,ICAO,LANCASTER,METAR,32.579192,-96.71905,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2654,KLNS,ICAO,LANCASTER,METAR,40.121717,-76.296097,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2655,KLKR,ICAO,LANCASTER CO MC WHIRTER FLD,METAR,34.722916999999995,-80.85458299999999,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2656,LFRJ,ICAO,LANDIVISIAU,METAR,48.530258,-4.151642,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2657,EGHC,ICAO,LANDS END ARPT,METAR,50.0641,-5.709,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
2658,ESGG,ICAO,LANDVETTER,METAR,57.662836,12.279819,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2659,FALW,ICAO,LANGEBAANWEG,METAR,-32.968889000000004,18.160278,LEGACY_OCDS,DATA LIMITED,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2660,WMKL,ICAO,LANGKAWI INTL,METAR,6.329728,99.728667,UNAVAILABLE,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2661,KAIG,ICAO,LANGLADE CO,METAR,45.154203,-89.11071700000001,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2662,KLFI,ICAO,LANGLEY AFB,METAR,37.082881,-76.360547,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2663,LFRH,ICAO,LANN BIHOUE,METAR,47.760555,-3.44,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2664,LFRO,ICAO,LANNION,METAR,48.754378,-3.471656,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2665,CYLH,ICAO,LANSDOWNE HOUSE LWIS,METAR,52.2,-87.93,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2666,FALA,ICAO,LANSERIA,METAR,-25.938514,27.926133,UNAVAILABLE,DATA LIMITED,FULL TIME,UNKNOWN,SFC_OBS,1
2667,KIGQ,ICAO,LANSING MUNI,METAR,41.534917,-87.529528,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2668,GCRR,ICAO,LANZAROTE,METAR,28.945464,-13.605225,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2669,RPLI,ICAO,LAOAG INTL,METAR,18.178092000000003,120.531522,JMCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
2670,EFLP,ICAO,LAPPEENRANTA,METAR,61.044553,28.144397,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2671,OISL,ICAO,LAR,METAR,27.674375,54.383247,UNAVAILABLE,DATA LIMITED,FULL TIME,UNKNOWN,SFC_OBS,1
2672,KLAR,ICAO,LARAMIE RGNL,METAR,41.312056,-105.675,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2673,KLRD,ICAO,LAREDO INTL,METAR,27.54375,-99.461556,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2674,KRYW,ICAO,LARGO VISTA / RUSTY ALLEN AIRPORT,METAR,30.5,-97.9666666,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2675,LGLR,ICAO,LARISA,METAR,39.650253,22.4655,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2676,LCLK,ICAO,LARNACA,METAR,34.875117,33.62485,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2677,MDSD,ICAO,LAS AMERICAS INTL,METAR,18.429664,-69.668925,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2678,SKCZ,ICAO,LAS BRUJAS,METAR,9.332742,-75.28559399999999,UNAVAILABLE,DATA INCOMPLETE,PART TIME,UNKNOWN,SFC_OBS,1
2679,KLRU,ICAO,LAS CRUCES INTL,METAR,32.289417,-106.921972,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2680,KLVS,ICAO,LAS VEGAS MUNI,METAR,35.654222,-105.142389,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2681,EPLK,ICAO,LASK,METAR,51.551667,19.179058,LIMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2682,FOOR,ICAO,LASTOURSVILLE,METAR,-0.8333333,12.7166667,LEGACY_OCDS,DATA INCOMPLETE,PART TIME,UNKNOWN,SFC_OBS,1
2683,LIRL,ICAO,LATINA,METAR,41.542436,12.909019,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
2684,LIBU,ICAO,LATRONICO,METAR,40.0833333,16.0166667,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
2685,KDLF,ICAO,LAUGHLIN AFB,METAR,29.359486,-100.777975,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2686,KT70,ICAO,LAUGHLIN AFB AUX NR 1,METAR,29.126,-100.481,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2687,KIFP,ICAO,LAUGHLIN BULLHEAD INTL,METAR,35.157389,-114.559528,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2688,YMLT,ICAO,LAUNCESTON,METAR,-41.545278,147.214167,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2689,ETHL,ICAO,LAUPHEIM,METAR,48.220297,9.910019,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2690,KBED,ICAO,LAURENCE G HANSCOM FLD,METAR,42.469953,-71.28903100000001,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2691,KLUX,ICAO,LAURENS,METAR,34.5,-81.95,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2692,KMEB,ICAO,LAURINBURG MAXTON,METAR,34.791939,-79.365847,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2693,SBJV,ICAO,LAURO CARNEIRO DE LOYOLA,METAR,-26.224453000000004,-48.797364,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
2694,SBPF,ICAO,LAURO KURTZ,METAR,-28.243989000000003,-52.326558,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
2695,OIBV,ICAO,LAVAN ISLAND,METAR,26.810278000000004,53.356111,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
2696,EPPO,ICAO,LAWICA,METAR,52.421031,16.826325,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2697,KMWC,ICAO,LAWRENCE J TIMMERMAN,METAR,43.110389,-88.03442199999999,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2698,KLWC,ICAO,LAWRENCE MUNI,METAR,39.011153,-95.216578,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2699,KLWM,ICAO,LAWRENCE MUNI,METAR,42.717208,-71.123428,UNAVAILABLE,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2700,KLRY,ICAO,LAWRENCE SMITH MEM,METAR,38.611022,-94.342131,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2701,K2M2,ICAO,LAWRENCEBURG LAWRENCE CO,METAR,35.234303000000004,-87.257935,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2702,KLVL,ICAO,LAWRENCEVILLE BRUNSWICK MUNI,METAR,36.772833,-77.79425,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2703,KLWV,ICAO,LAWRENCEVILLE VINCENNES INTL,METAR,38.764297,-87.605494,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2704,KLSF,ICAO,LAWSON AAF / FT BENNING GEORGIA USA,METAR,32.337322,-84.991283,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2705,KLAW,ICAO,LAWTON FORT SILL RGNL,METAR,34.567715,-98.416636,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2706,LFPB,ICAO,LE BOURGET,METAR,48.969444,2.441389,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2707,LFMC,ICAO,LE CANNET,METAR,43.384672,6.387139,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2708,TFFF,ICAO,LE LAMENTIN,METAR,14.591033,-61.003175,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2709,KLRJ,ICAO,LE MARS MUNI,METAR,42.777958,-96.193703,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2710,LFTH,ICAO,LE PALYVESTRE,METAR,43.097344,6.146028,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2711,TFFR,ICAO,LE RAIZET,METAR,16.265306,-61.531806,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2712,LFAT,ICAO,LE TOUQUET PARIS PLAGE,METAR,50.514747,1.627339,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2713,LFMI,ICAO,LE TUBE,METAR,43.522736,4.923844,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2714,KHOB,ICAO,LEA CO RGNL,METAR,32.687528,-103.217028,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2715,YPLM,ICAO,LEARMONTH,METAR,-22.235556,114.088611,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2716,KM54,ICAO,LEBANON MUNI,METAR,36.190417,-86.315694,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2717,KLEB,ICAO,LEBANON MUNI,METAR,43.626111,-72.304194,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2718,K6I2,ICAO,LEBANON SPRINGFIELD,METAR,37.633478,-85.241839,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2719,KI68,ICAO,LEBANON WARREN CO,METAR,39.462172,-84.251847,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2720,LIBN,ICAO,LECCE,METAR,40.239228,18.133325,LIMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2721,EPGD,ICAO,LECHA WALESY,METAR,54.377569,18.466222,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2722,ETSL,ICAO,LECHFELD,METAR,48.1855,10.861167,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2723,EGXV,ICAO,LECONFIELD (AUT),METAR,53.8666667,-0.4333333,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
2724,EPLY,ICAO,LECZYCA,METAR,52.0,19.15,UNAVAILABLE,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
2725,KAIZ,ICAO,LEE C FINE MEM,METAR,38.096035,-92.549489,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
