,PLAT,NET,NAME,REPTYPE,LAT,LON,CLIMATE SUMMARY,AVAILABILITY,STATION OPS,OP MODE,TYPE,MOVING
1583,KFLD,ICAO,FOND DU LAC CO,METAR,43.771167,-88.488417,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1584,KMRN,ICAO,FOOTHILLS RGNL,METAR,35.820233,-81.611411,LIMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1585,KFOE,ICAO,FORBES FLD,METAR,38.950944,-95.663611,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1586,KIMT,ICAO,FORD,METAR,45.818356,-88.114542,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1587,KFXY,ICAO,FOREST CITY MUNI,METAR,43.234734,-93.624103,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1588,LIPK,ICAO,FORLI,METAR,44.194753000000006,12.070094,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1589,SARF,ICAO,FORMOSA,METAR,-26.212722,-58.228111,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1590,KTBN,ICAO,FORNEY FLD-WAYNESVILLE RGNL ARPT / FT LEONARD WOOD MISSOURI USA,METAR,37.741631,-92.140736,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1591,KFBR,ICAO,FORT BRIDGER AIRPORT,METAR,41.391937,-110.106797,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1592,CYPY,ICAO,FORT CHIPEWYAN A,METAR,58.76666659999999,-111.1166666,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1593,KFNL,ICAO,FORT COLLINS LOVELAND MUNI,METAR,40.451828000000006,-105.011336,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1594,KFOD,ICAO,FORT DODGE RGNL,METAR,42.551456,-94.192551,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1595,CYGH,ICAO,FORT GOOD HOPE,METAR,66.240833,-128.650833,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1596,KFXE,ICAO,FORT LAUDERDALE EXECUTIVE,METAR,26.197281,-80.17070600000001,UNAVAILABLE,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1597,KFLL,ICAO,FORT LAUDERDALE HOLLYWOOD INTL,METAR,26.072583,-80.15275,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1598,CYJF,ICAO,FORT LIARD,METAR,60.2333333,-123.48333329999998,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1599,KFSW,ICAO,FORT MADISON MUNI,METAR,40.659264,-91.326817,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1600,CYMM,ICAO,FORT MCMURRAY AIRPORT,METAR,56.65,-111.2166666,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1601,CZFM,ICAO,FORT MCPHERSON,METAR,67.4075,-134.860556,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1602,KFMM,ICAO,FORT MORGAN MUNI,METAR,40.334232,-103.80395,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1603,CYYE,ICAO,FORT NELSON,METAR,58.8333333,-122.6,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1604,CZFN,ICAO,FORT NORMAN AIRPORT,METAR,64.91666670000001,-125.5666667,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1605,CYFR,ICAO,FORT RESOLUTION,METAR,61.180832,-113.689722,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1606,CYER,ICAO,FORT SEVERN,METAR,56.01666659999999,-87.6833333,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1607,CYFS,ICAO,FORT SIMPSON,METAR,61.760277,-121.236667,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1608,CYSM,ICAO,FORT SMITH,METAR,60.020278000000005,-111.961944,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1609,KFSM,ICAO,FORT SMITH RGNL,METAR,35.336583000000005,-94.367444,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1610,CYXJ,ICAO,FORT ST JOHN,METAR,56.23805600000001,-120.740278,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1611,KFST,ICAO,FORT STOCKTON PECOS CO,METAR,30.915667,-102.916139,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1612,CXFV,ICAO,FORT VERMILION,METAR,58.3833333,-116.03333329999998,UNAVAILABLE,DATA INCOMPLETE,FULL TIME,UNKNOWN,SFC_OBS,1
1613,KFWA,ICAO,FORT WAYNE INTL,METAR,40.978472,-85.195139,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1614,KAFW,ICAO,FORT WORTH ALLIANCE,METAR,32.987639,-97.318806,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1615,KFTW,ICAO,FORT WORTH MEACHAM INTL,METAR,32.819778,-97.362444,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1616,KNFW,ICAO,FORT WORTH NAS JRB,METAR,32.769167,-97.441528,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1617,KFWS,ICAO,FORT WORTH SPINKS,METAR,32.565228000000005,-97.308078,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1618,PFYU,ICAO,FORT YUKON,METAR,66.571492,-145.250417,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1619,KFSE,ICAO,FOSSTON MUNI,METAR,47.592819,-95.773499,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1620,KFMN,ICAO,FOUR CORNERS RGNL,METAR,36.74125,-108.229944,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1621,LFQG,ICAO,FOURCHAMBAULT,METAR,47.002625,3.1133330000000004,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1622,KXPY,ICAO,FOURCHON HELIPORT,METAR,29.123,-90.202,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1623,KJXI,ICAO,FOX STEPHENS FLD GILMER MUNI,METAR,32.699,-94.948861,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1624,KFEW,ICAO,FRANCIS E WARREN AFB HELIPORT,METAR,41.133316,-104.8672,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1625,KFOK,ICAO,FRANCIS S GABRESKI,METAR,40.843656,-72.631789,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1626,RPMD,ICAO,FRANCISCO BANGOY INTL,METAR,7.125522,125.645778,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1627,PGSN,ICAO,FRANCISCO C ADA SAIPAN INTL,METAR,15.119003,145.729356,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1628,SECO,ICAO,FRANCISCO DE ORELLANA,METAR,-0.4628859999999999,-76.98684200000001,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1629,MMTG,ICAO,FRANCISCO SARABIA,METAR,16.769656,-93.341461,JMCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1630,FBFT,ICAO,FRANCISTOWN,METAR,-21.159597,27.474525,LIMCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1631,MUHG,ICAO,FRANK PAIS INTL,METAR,20.785589,-76.315108,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1632,KMLS,ICAO,FRANK WILEY FLD,METAR,46.427972,-105.88625,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1633,KFKS,ICAO,FRANKFORT DOW MEM FLD,METAR,44.625219,-86.200808,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1634,KFKR,ICAO,FRANKFORT MUNI,METAR,40.273431,-86.562169,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1635,EDFH,ICAO,FRANKFURT HAHN,METAR,49.948672,7.263892,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1636,EDDF,ICAO,FRANKFURT MAIN,METAR,50.026421,8.543125,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1637,K18A,ICAO,FRANKLIN CO,METAR,34.340106,-83.133483,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1638,KLHZ,ICAO,FRANKLIN CO,METAR,36.023344,-78.330272,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1639,KFSO,ICAO,FRANKLIN CO AIRPORT,METAR,44.9333333,-73.1,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1640,KFKN,ICAO,FRANKLIN MUNI JOHN BEVERLY ROSE,METAR,36.698086,-76.903803,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1641,WABB,ICAO,FRANS KAISIEPO,METAR,-1.190017,136.10799699999998,JMCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1642,KFDR,ICAO,FREDERICK MUNI,METAR,34.352047,-98.983867,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1643,KFDK,ICAO,FREDERICK MUNI,METAR,39.417583,-77.374306,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1644,KT82,ICAO,FREDERICKSBURG GILLESPIE COUNTY,METAR,30.243242,-98.909186,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1645,CYFC,ICAO,FREDERICTON,METAR,45.8666666,-66.5333333,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1646,GFLL,ICAO,FREETOWN LUNGI,METAR,8.616444,-13.195489000000002,MINCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1647,EDTF,ICAO,FREIBURG,METAR,48.022653000000005,7.832583,UNAVAILABLE,DATA INCOMPLETE,PART TIME,UNKNOWN,SFC_OBS,1
1648,K1V6,ICAO,FREMONT CO AIRPORT,METAR,38.428025,-105.105842,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1649,KFET,ICAO,FREMONT MUNI,METAR,41.449139,-96.520194,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1650,KFFX,ICAO,FREMONT MUNI,METAR,43.4333333,-86.0,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1651,KFRH,ICAO,FRENCH LICK MUNI,METAR,38.506222,-86.63693599999999,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1652,KF70,ICAO,FRENCH VALLEY,METAR,33.574178,-117.128472,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1653,KFCH,ICAO,FRESNO CHANDLER EXECUTIVE,METAR,36.732364,-119.819897,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1654,KFAT,ICAO,FRESNO YOSEMITE INTL,METAR,36.776194,-119.71814,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1655,KFHR,ICAO,FRIDAY HARBOR,METAR,48.521972,-123.024361,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1656,KSUN,ICAO,FRIEDMAN MEM,METAR,43.504444,-114.296194,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1657,EDNY,ICAO,FRIEDRICHSHAFEN,METAR,47.671317,9.511486,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1658,ETHF,ICAO,FRITZLAR,METAR,51.1145,9.285833,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1659,KFTG,ICAO,FRONT RANGE,METAR,39.78525,-104.543139,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1660,KFRR,ICAO,FRONT ROYAL WARREN CO,METAR,38.917533,-78.253514,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1661,LIVF,ICAO,FRONTONE,METAR,43.5166667,12.733333300000002,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1662,LIRH,ICAO,FROSINONE (IT-AFB),METAR,41.6333333,13.3,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1663,KAQV,ICAO,FT. POLK  PEASON RIDGE,METAR,31.37,-93.16,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1664,NFTF,ICAO,FUA AMOTU INTL,METAR,-21.241214000000003,-175.149644,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1665,GCFV,ICAO,FUERTEVENTURA,METAR,28.452717,-13.863760999999998,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1666,OMFJ,ICAO,FUJAIRAH INTL,METAR,25.112225,56.323964,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1667,RJAT,ICAO,FUJI (JASDF),METAR,35.3166667,138.8666667,JMCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1668,RJFE,ICAO,FUKUE,METAR,32.666269,128.832808,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1669,RJFF,ICAO,FUKUOKA,METAR,33.585942,130.45068600000002,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1670,RJSF,ICAO,FUKUSHIMA,METAR,37.227431,140.430678,MINCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1671,KBKB,ICAO,FULLERTON LANDING STRIP FT. POLK,METAR,31.1,-92.98,UNAVAILABLE,DATA LIMITED,PART TIME,PRIMARY AUTO,SFC_OBS,1
1672,KFUL,ICAO,FULLERTON MUNI,METAR,33.872013,-117.97978,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1673,KRCR,ICAO,FULTON CO,METAR,41.065556,-86.181694,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1674,KUSE,ICAO,FULTON CO,METAR,41.610139,-84.12719399999999,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1675,KNY0,ICAO,FULTON CO,METAR,42.998211,-74.32955,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1676,KFTY,ICAO,FULTON CO ARPT BROWN FLD,METAR,33.779139,-84.521361,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1677,NGFU,ICAO,FUNAFUTI INTL ARPT,METAR,-8.516666699999998,179.2166667,LIMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1678,VERB,ICAO,FURSATGANJ AIRPORT,METAR,26.25,81.3833333,UNAVAILABLE,NEW SITE,PART TIME,UNKNOWN,SFC_OBS,1
1679,ROTM,ICAO,FUTENMA MCAS,METAR,26.274275,127.756494,JMCLIM,DATA LIMITED,FULL TIME,UNKNOWN,SFC_OBS,1
1680,UBBQ,ICAO,GABALA,METAR,40.816666600000005,47.7333333,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1681,DTTG,ICAO,GABES,METAR,33.876919,10.103333,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1682,OIAH,ICAO,GACHSARAN,METAR,30.337567,50.827964,LIMCLIM,DATA LIMITED,FULL TIME,UNKNOWN,SFC_OBS,1
1683,KGAD,ICAO,GADSDEN MUNI,METAR,33.972625,-86.089003,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1684,DTTF,ICAO,GAFSA,METAR,34.422022,8.822503,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1685,KGAG,ICAO,GAGE AIRPORT,METAR,36.2955389,-99.7764236,UNAVAILABLE,DATA LIMITED,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1686,CYCX,ICAO,GAGETOWN  (CAN-MIL),METAR,45.8333333,-66.4333333,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1687,KGNC,ICAO,GAINES CO,METAR,32.675336,-102.652661,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1688,KGLE,ICAO,GAINESVILLE MUNI,METAR,33.651361,-97.197028,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1689,KGNV,ICAO,GAINESVILLE RGNL,METAR,29.690056,-82.271778,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1690,SBGL,ICAO,GALEAO ANTONIO CARLOS JOBIM,METAR,-22.808903,-43.243647,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1691,KGBG,ICAO,GALESBURG MUNI,METAR,40.938003,-90.431125,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1692,KBZN,ICAO,GALLATIN FLD,METAR,45.777464,-111.152981,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1693,ESNG,ICAO,GALLIVARE,METAR,67.132408,20.814636,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1694,KGUP,ICAO,GALLUP MUNI,METAR,35.511058,-108.789308,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1695,PAGM,ICAO,GAMBELL,METAR,63.766766,-171.732825,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1696,VRMG,ICAO,GAN ISLAND,METAR,-0.693342,73.155644,UNAVAILABLE,DATA INCOMPLETE,PART TIME,UNKNOWN,SFC_OBS,1
1697,CYQX,ICAO,GANDER INTL,METAR,48.936944,-54.568056000000006,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1698,RKNN,ICAO,GANGNEUNG,METAR,37.753561,128.943625,LIMCLIM,DATA INCOMPLETE,PART TIME,UNKNOWN,SFC_OBS,1
1699,GAGO,ICAO,GAO,METAR,16.248433,-0.005456,LEGACY_OCDS,NEW SITE,PART TIME,UNKNOWN,SFC_OBS,1
1700,ZSAM,ICAO,GAOQI,METAR,24.544036,118.127739,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1701,LTCS,ICAO,GAP/SANLIURFA,METAR,37.4833333,38.8833333,LIMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1702,KGHB,ICAO,GARDEN BANKS 172,METAR,27.8333333,-91.9833333,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1703,KGCK,ICAO,GARDEN CITY RGNL,METAR,37.927517,-100.724414,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1704,ENGM,ICAO,GARDERMOEN,METAR,60.193917000000006,11.100361,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1705,KRIL,ICAO,GARFIELD CO RGNL,METAR,39.526314,-107.72693999999998,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1706,KUVA,ICAO,GARNER FLD,METAR,29.211336,-99.743584,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1707,LFTW,ICAO,GARONS,METAR,43.757444,4.416347,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1708,FKKR,ICAO,GAROUA,METAR,9.335892,13.370103,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1709,K2G4,ICAO,GARRETT CO,METAR,39.580278,-79.339417,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1710,KN60,ICAO,GARRISON,METAR,47.65,-101.44,UNAVAILABLE,DATA INCOMPLETE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1711,EGQC,ICAO,GARVIE ISLAND,METAR,58.61756,4.8722,UNAVAILABLE,NEW SITE,PART TIME,UNKNOWN,SFC_OBS,1
1712,KGYY,ICAO,GARY CHICAGO INTL,METAR,41.616272,-87.412788,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1713,CYGP,ICAO,GASPE,METAR,48.775278,-64.478611,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1714,OEGS,ICAO,GASSIM,METAR,26.302778000000004,43.774445,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1715,KAKH,ICAO,GASTONIA MUNI,METAR,35.202658,-81.149867,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1716,CYND,ICAO,GATINEAU,METAR,45.521694,-75.56358900000001,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1717,KGKT,ICAO,GATLINBURG PIGEON FORGE,METAR,35.857758000000004,-83.528706,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1718,EGKK,ICAO,GATWICK,METAR,51.148056,-0.190278,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1719,VEGY,ICAO,GAYA,METAR,24.744308,84.951175,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1720,KGLR,ICAO,GAYLORD RGNL,METAR,45.013542,-84.70361899999999,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1721,LTBK,ICAO,GAZIEMIR,METAR,38.319106,27.159353000000003,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1722,ETNG,ICAO,GEILENKIRCHEN,METAR,50.960817,6.042422,JMCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1723,LICL,ICAO,GELA,METAR,37.0833333,14.2166667,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1724,EHHW,ICAO,GEMINI (OIL PLATFORM),METAR,52.0333333,6.05,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1725,SPJR,ICAO,GEN FAP ARMANDO REVOREDO IGLESIAS,METAR,-7.139183,-78.4894,LIMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1726,MMTJ,ICAO,GENERAL ABELARDO L RODRIGUEZ INTL,METAR,32.541064,-116.970158,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1727,SCCH,ICAO,GENERAL BERNARDO O HIGGINS,METAR,-36.582497,-72.031367,LEGACY_OCDS,DATA LIMITED,FULL TIME,PRIMARY AUTO,SFC_OBS,1
1728,KBOS,ICAO,GENERAL EDWARD LAWRENCE LOGAN INTL,METAR,42.364347,-71.00518100000001,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1729,MMMM,ICAO,GENERAL FRANCISCO J MUJICA INTL,METAR,19.849944,-101.0255,UNAVAILABLE,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1730,MMTM,ICAO,GENERAL FRANCISCO JAVIER MINA INTL,METAR,22.29645,-97.865931,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1731,MMVR,ICAO,GENERAL HERIBERTO JARA INTL,METAR,19.145931,-96.187267,JMCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1732,MMHO,ICAO,GENERAL IGNACIO P GARCIA INTL,METAR,29.095858000000003,-111.047858,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1733,MMGM,ICAO,GENERAL JOSE MARIA YANEZ INTL,METAR,27.968983,-110.925169,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1734,MMAA,ICAO,GENERAL JUAN N ALVAREZ INTL,METAR,16.756892,-99.753586,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1735,MMZC,ICAO,GENERAL LEOBARDO C RUIZ INTL,METAR,22.897112,-102.68689,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1736,MMRX,ICAO,GENERAL LUCIO BLANCO INTL,METAR,26.008908,-98.228513,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1737,MMLP,ICAO,GENERAL MANUEL MARQUEZ DE LEON INTL,METAR,24.072694,-110.362475,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1738,MMMY,ICAO,GENERAL MARIANO ESCOBEDO INTL,METAR,25.778489,-100.106878,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1739,MMCB,ICAO,GENERAL MARIANO MATAMOROS,METAR,18.835082,-99.262158,LIMCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
1740,KMKE,ICAO,GENERAL MITCHELL INTL,METAR,42.947222,-87.89658299999999,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
1741,MMCV,ICAO,GENERAL PEDRO JOSE MENDEZ INTL,METAR,23.704139,-98.956611,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
